pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,pl_rade,pl_name,discoverymethod,y,planet_type
27.2,4.50638,524.92,3477.0,0.494,5.65,TOI-1883 b,Transit,2,Neptune-like
129.0,45.52234,674.54,6241.0,1.6131,9.39553231,TOI-1898 b,Transit,3,Gas Giant
212.94503269,29.090312,378.0,3926.0,0.607,11.09689089,TOI-1899 b,Transit,3,Gas Giant
638.83509807,0.94667944,2097.0,5814.0,1.08,13.97759893,TOI-1937 A b,Transit,3,Gas Giant
2.67,10.2152,368.0,3650.0,0.441,1.44,TOI-198 b,Transit,1,Super-Earth
54.03082919,104.854,358.0,5255.0,0.82,9.07927437,TOI-199 b,Transit,3,Gas Giant
7024.0077947,4.0337142,2290.0,7700.0,2.3,13.67495645,TOI-1994 b,Transit,3,Gas Giant
11.0,3.09833,1488.0,5611.0,1.134,2.7,TOI-2000 b,Transit,2,Neptune-like
81.7,9.127055,1038.0,5611.0,1.134,8.14,TOI-2000 c,Transit,3,Gas Giant
2034.1018048,17.305904,1221.39,7130.0,2.02,11.99360935,TOI-2005 b,Transit,3,Gas Giant
184.34047606,52.977946,759.0,6394.0,1.339,11.82547464,TOI-201 b,Transit,3,Gas Giant
408.7273314,141.834025,400.2,5929.0,1.079,11.81426566,TOI-2010 b,Transit,3,Gas Giant
9.2,3.348237,530.9,3297.0,0.3273,3.309,TOI-2015 b,Transit,2,Neptune-like
8.91,5.582796,448.0,3297.0,0.3273,2.93,TOI-2015 c,Transit Timing Variations,2,Neptune-like
9.2,7.435583,576.34,4174.0,0.62,2.268,TOI-2018 b,Transit,2,Neptune-like
34.4,15.3444,917.46,5626.0,1.7457,5.33275337,TOI-2019 b,Transit,2,Neptune-like
1144.1822652,8.8720982,1166.0,5977.0,1.459,11.89272852,TOI-2025 b,Transit,3,Gas Giant
254.2627256,5.71548654,1358.0,6490.0,1.241,14.20177855,TOI-2031 A b,Transit,3,Gas Giant
731.0053361,1.4971842,1828.82,6250.0,1.21,16.14093221,TOI-2046 b,Transit,3,Gas Giant
7.32,13.79019,646.0,5185.0,0.79,2.61,TOI-2048 b,Transit,2,Neptune-like
2.24,0.7363104,910.0,3383.0,0.35,1.3,TOI-206 b,Transit,1,Super-Earth
3.97,7.768915,520.62,3710.0,0.535,1.821,TOI-2068 b,Transit,1,Super-Earth
16.1,10.355235,738.0,5201.0,0.774,2.39,TOI-2076 b,Transit,2,Neptune-like
55.0,21.015327,543.16,5192.0,0.796,3.69441587,TOI-2076 c,Transit,2,Neptune-like
29.0,35.125686,457.68,5192.0,0.796,3.43087751,TOI-2076 d,Transit,2,Neptune-like
2.4,3.0223445,1138.0,5192.0,0.796,1.355,TOI-2076 e,Transit,1,Super-Earth
4.82,10.50534,488.0,3800.0,0.534,2.04,TOI-2081 b,Transit,2,Neptune-like
6.66,6.0784247,527.0,3551.0,0.475,2.47,TOI-2084 b,Transit,2,Neptune-like
37.0,124.72997,300.33,5081.0,0.8481,3.6831179,TOI-2088 b,Transit,2,Neptune-like
10.6,12.836,535.0,4426.0,0.729,3.25,TOI-2093 b,Radial Velocity,2,Neptune-like
15.8,53.81149,329.0,4426.0,0.729,2.3,TOI-2093 c,Transit,2,Neptune-like
4.1,17.66484,347.0,3759.0,0.44,1.25,TOI-2095 b,Transit,1,Super-Earth
7.4,28.17232,297.0,3759.0,0.44,1.33,TOI-2095 c,Transit,1,Super-Earth
2.08,3.1190633,445.0,3300.0,0.235,1.243,TOI-2096 b,Transit,0,Terrestrial
4.32,6.38784,349.0,3300.0,0.235,1.914,TOI-2096 c,Transit,1,Super-Earth
263.79757781,2.4545467,1397.0,5627.0,0.932,13.57407563,TOI-2107 b,Transit,3,Gas Giant
1595.49860314,0.67247414,3646.0,6540.0,1.698,15.098497,TOI-2109 b,Transit,3,Gas Giant
6.8,5.7998164,384.0,3131.0,0.245,2.122,TOI-2120 b,Transit,2,Neptune-like
4.5,16.34136,780.53,5968.0,1.1174,2.08874836,TOI-2128 b,Transit,2,Neptune-like
9.13,9.2292005,666.0,4580.0,0.709,2.69,TOI-2134 b,Transit,2,Neptune-like
41.89,95.5,306.0,4580.0,0.709,7.27,TOI-2134 c,Transit,3,Gas Giant
6.37,7.851928,395.0,3342.0,0.34,2.19,TOI-2136 b,Transit,2,Neptune-like
20.1,18.261608,728.0,5635.0,0.95,3.147,TOI-2141 b,Transit,2,Neptune-like
6.14,5.4624,1095.0,5635.0,0.95,2.35,TOI-2141 c,Radial Velocity,2,Neptune-like
14.9,60.45,491.4,5635.0,0.95,3.97,TOI-2141 d,Radial Velocity,2,Neptune-like
1767.0,10.261127,1363.43,6200.0,2.7505,12.41899699,TOI-2145 b,Transit,3,Gas Giant
899.45439181,3.3773512,1802.0,6630.0,1.612,14.35870428,TOI-2152 A b,Transit,3,Gas Giant
292.40213444,3.8240801,1580.0,6280.0,1.396,16.28664896,TOI-2154 b,Transit,3,Gas Giant
260.61929374,8.60077,1188.0,5673.0,1.41,10.76062147,TOI-2158 b,Transit,3,Gas Giant
177.98390792,34.525528,497.0,5026.0,0.748,10.1,TOI-216.01,Transit,3,Gas Giant
18.75187601,17.16073,628.0,5026.0,0.748,8.0,TOI-216.02,Transit,3,Gas Giant
329.58805806,8.2148282,1364.0,6270.0,1.82,12.50922246,TOI-2169 A b,Transit,3,Gas Giant
875.61726129,260.79,348.0,5695.0,1.636,11.32107051,TOI-2180 b,Transit,3,Gas Giant
206.58846455,6.90683,1676.05,5966.0,2.9,11.39953337,TOI-2184 b,Transit,3,Gas Giant
298.75870258,2.1225735,1763.0,5966.0,1.248,19.83989584,TOI-2193 A b,Transit,3,Gas Giant
4.61,15.337597,590.88,4756.0,0.6909,1.9892,TOI-2194 b,Transit,1,Super-Earth
26.0,1.1947268,1860.0,5634.0,1.043,3.51,TOI-2196 b,Transit,2,Neptune-like
13.8,10.695264,805.0,5298.0,0.858,3.03,TOI-220 b,Transit,2,Neptune-like
287.31687993,11.9126075,652.07,5169.0,0.808,10.95117414,TOI-2202 b,Transit,3,Gas Giant
203.41018048,8.001968,1259.0,6101.0,1.564,11.1529358,TOI-2207 b,Transit,3,Gas Giant
3.06,3.092686757,1056.92,5253.0,0.834,1.561,TOI-2211.01,Transit,1,Super-Earth
502.16888306,3.5315902,1688.0,6248.0,1.573,14.36991326,TOI-2236 b,Transit,3,Gas Giant
5.45,35.189346,256.0,3430.0,0.313,2.194,TOI-2257 b,Transit,2,Neptune-like
3.26,0.3524728,2609.0,5534.0,0.94,1.62,TOI-2260 b,Transit,1,Super-Earth
2.99,2.326318,550.0,3200.0,0.24,1.54,TOI-2266 b,Transit,1,Super-Earth
6.57,2.67963,771.46,3943.0,0.631,2.45,TOI-2274 b,Transit,2,Neptune-like
19.5,13.635109,358.0,3491.0,0.464,1.77,TOI-2285 b,Transit,1,Super-Earth
278.09985612,30.033302,747.0,5730.0,1.459,16.47720163,TOI-2295 b,Transit,3,Gas Giant
1783.01736327,966.5,234.9,5730.0,1.459,12.8,TOI-2295 c,Radial Velocity,3,Gas Giant
2.31,11.30717,603.1,4664.0,0.662,0.994,TOI-2322 b,Transit,0,Terrestrial
18.1,20.225528,496.8,4664.0,0.662,1.874,TOI-2322 c,Transit,1,Super-Earth
50.85254512,17.10197,842.0,5525.0,0.9,9.97599282,TOI-2328 b,Transit,3,Gas Giant
508.5254512,2.99432,1272.46,4780.0,3.22,10.08808263,TOI-2337 b,Transit,3,Gas Giant
1900.61387386,22.65398,799.0,5581.0,1.05,11.2089807,TOI-2338 b,Transit,3,Gas Giant
3.49,1.0528573,1478.0,4687.0,0.729,1.504,TOI-2345 b,Transit,1,Super-Earth
7.27,21.064302,544.0,4687.0,0.729,2.451,TOI-2345 c,Transit,2,Neptune-like
394.10722468,3.3312029,1689.0,6480.0,1.38,16.11851425,TOI-2346 b,Transit,3,Gas Giant
71.51139158,4.0197517,1091.0,5306.0,0.886,8.60849718,TOI-2364 b,Transit,3,Gas Giant
206.58846455,5.1750073,1000.0,5360.0,0.846,10.83908434,TOI-2368 b,Transit,3,Gas Giant
2.67,5.436098,388.0,3212.0,0.211,1.44,TOI-237 b,Transit,1,Super-Earth
2955.8041851,13.33668,860.0,5651.0,1.102,10.42435205,TOI-2373 b,Transit,3,Gas Giant
56.64,4.31361,885.0,4802.0,0.69,6.81,TOI-2374 b,Transit,3,Gas Giant
1830.69162432,5.4693827,624.0,3707.0,0.622,11.72459381,TOI-2379 b,Transit,3,Gas Giant
3.37,1.273099,1378.0,5059.0,0.756,1.559,TOI-238 b,Transit,1,Super-Earth
6.7,8.465651,696.0,5059.0,0.733,2.18,TOI-238 c,Radial Velocity,2,Neptune-like
235.19302118,4.6612061,1426.0,6033.0,1.417,12.25141591,TOI-2382 b,Transit,3,Gas Giant
624.85064816,2.13570304,889.7,3943.0,0.6113,11.48920522,TOI-2384 b,Transit,3,Gas Giant
15.6,3.0766891,449.0,3100.0,0.204,2.86,TOI-2406 b,Transit,2,Neptune-like
16.8,2.702969,705.0,3530.0,0.567,4.26,TOI-2407 b,Transit,2,Neptune-like
3.46,0.7826942,1355.0,4099.0,0.68,1.68,TOI-2411 b,Transit,1,Super-Earth
953.485221,8.275479,1080.0,5808.0,1.236,9.86390302,TOI-2416 b,Transit,3,Gas Giant
294.62693329,5.842641,1571.6,5707.0,2.369,15.02003414,TOI-2420 b,Transit,3,Gas Giant
105.83685953,4.3474032,1534.0,5607.0,1.75,10.36830715,TOI-2421 b,Transit,3,Gas Giant
3.89,1.3060011,1117.0,4072.0,0.65,1.8,TOI-2427 b,Transit,1,Super-Earth
2.68,7.397225,458.0,3433.0,0.426,1.52,TOI-244 b,Transit,1,Super-Earth
4.8,15.66858,519.0,4375.0,0.631,2.363,TOI-2443 b,Transit,2,Neptune-like
2.1,0.3711281,1060.0,3333.0,0.27,1.25,TOI-2445 b,Transit,1,Super-Earth
124.90656395,69.33684,414.0,5730.0,1.006,9.60609646,TOI-2447 b,Transit,3,Gas Giant
222.0,106.14468,400.0,6021.0,1.065,11.24,TOI-2449 b,Transit,3,Gas Giant
13.31,3.73659,1509.4,6005.0,1.31,2.83,TOI-2458 b,Transit,2,Neptune-like
9.03,19.104718,445.01,4195.0,0.6751,2.9531,TOI-2459 b,Transit,2,Neptune-like
766.60211768,11.23479,1134.0,6016.4,1.72,12.1393261,TOI-2485 b,Transit,3,Gas Giant
1531.93292174,10.655669,1595.0,7360.0,2.36,11.14172682,TOI-2497 b,Transit,3,Gas Giant
34.62,3.738252,1443.0,5905.0,1.26,6.06,TOI-2498 b,Transit,3,Gas Giant
317.83,4.93777,1041.19,5875.0,0.881,2.74,TOI-251 b,Transit,2,Neptune-like
203.41018048,7.18585,1100.0,5831.0,1.119,11.2089807,TOI-2524 b,Transit,3,Gas Giant
26.69758619,23.2856,512.97,5096.0,0.785,8.67575106,TOI-2525 b,Transit,3,Gas Giant
208.8132634,49.2519,399.96,5096.0,0.785,10.13291855,TOI-2525 c,Transit,3,Gas Giant
743.71847238,64.5949,636.0,5802.0,1.7,11.54525012,TOI-2529 b,Transit,3,Gas Giant
415.40172795,94.1022,338.0,4870.0,0.771,11.25381662,TOI-2537 b,Transit,3,Gas Giant
2297.89938261,1920.0,123.1,4870.0,0.771,12.7,TOI-2537 c,Radial Velocity,3,Gas Giant
8.0,7.994037,1022.99,5846.29,1.25324,2.75,TOI-2545 b,Transit,2,Neptune-like
63.88350981,5.983944,1352.0,5611.0,1.686,10.92875618,TOI-2567 b,Transit,3,Gas Giant
43.86032017,18.38818,1027.0,6095.0,1.867,7.16253867,TOI-257 b,Transit,3,Gas Giant
260.61929374,2.9887615,1431.0,5771.0,1.095,13.64132951,TOI-2570 b,Transit,3,Gas Giant
200.23189641,3.39775,2410.0,6120.0,1.81,17.37392009,TOI-2580 b,Transit,3,Gas Giant
79.45710175,4.5207265,1456.0,5936.0,1.477,14.4595851,TOI-2583 A b,Transit,3,Gas Giant
69.28659273,5.45664,1445.0,5760.0,1.726,12.07207221,TOI-2587 A b,Transit,3,Gas Giant
1112.3994245,61.6277,592.0,5579.0,1.07,12.10569916,TOI-2589 b,Transit,3,Gas Giant
4.23,13.475853,493.0,4026.0,0.607,1.71,TOI-260 b,Transit,1,Super-Earth
9.51,3.3639254,1722.49,5890.3,1.28018,3.0449863,TOI-261.01,Transit,2,Neptune-like
4.94,11.14529,584.0,5310.0,0.853,2.07,TOI-262 b,Transit,2,Neptune-like
122.6817651,4.880974,1387.0,6100.0,1.336,18.10250383,TOI-2641 b,Transit,3,Gas Giant
193.87532827,6.2034,1226.0,4800.0,4.1,19.72780603,TOI-2669 b,Transit,3,Gas Giant
8.8,3.6977104,531.0,3514.0,0.398,2.77,TOI-269 b,Transit,2,Neptune-like
1.48,3.35992,600.0,3506.0,0.38,1.28,TOI-270 b,Transit,1,Super-Earth
6.2,5.66051,489.0,3506.0,0.38,2.33,TOI-270 c,Transit,2,Neptune-like
4.2,11.38194,383.0,3506.0,0.38,2.0,TOI-270 d,Transit,2,Neptune-like
228.0,2.499387,1603.0,5665.0,1.25,13.72,TOI-2714 b,Transit,3,Gas Giant
29.9,3.37594,1710.0,5762.0,1.69,5.98,TOI-2719 b,Transit,2,Neptune-like
7.41,1.50801,855.0,4008.0,0.657,2.63,TOI-2768 b,Transit,2,Neptune-like
7.51,3.994,587.92,4031.0,0.362,2.65,TOI-277 b,Transit,2,Neptune-like
139.84449908,4.8084983,1205.0,5764.0,1.069,17.26183028,TOI-2796 b,Transit,3,Gas Giant
309.88269682,1.96229325,1893.0,6280.0,1.245,18.11371281,TOI-2803 A b,Transit,3,Gas Giant
225.65816897,4.039709,1376.0,5721.0,1.229,15.27784069,TOI-2818 b,Transit,3,Gas Giant
6.54,17.61745,661.0,5213.0,0.85,2.34,TOI-283 b,Transit,2,Neptune-like
117.59651059,3.5514058,1471.0,5910.0,1.265,12.84549188,TOI-2842 b,Transit,3,Gas Giant
4.53,4.5117244,979.0,5152.0,0.78,1.42,TOI-286 b,Transit,1,Super-Earth
3.72,39.361826,475.0,5152.0,0.78,1.88,TOI-286 c,Transit,1,Super-Earth
54.03082919,6.2996431,929.0,5271.0,0.873,9.6397234,TOI-2876 b,Transit,3,Gas Giant
444.9597698,1.60200105,1978.0,6240.0,1.241,18.6405349,TOI-2886 b,Transit,3,Gas Giant
368.68095212,1.8237146,1186.0,4738.0,0.7,12.32987877,TOI-2969 b,Transit,3,Gas Giant
533.95172376,2.3505614,1544.0,5691.0,1.073,13.15934334,TOI-2977 b,Transit,3,Gas Giant
638.0,3.601501,1358.0,5940.0,1.08,13.4,TOI-2981 b,Transit,3,Gas Giant
96.61983573,3.2783662,1622.0,5906.0,1.458,9.292245,TOI-2986 b,Transit,3,Gas Giant
953.485221,3.122832,1001.0,4672.0,0.76,12.55405838,TOI-2989 b,Transit,3,Gas Giant
1058.36859531,3.007812,1726.0,6000.0,1.545,13.75341932,TOI-2992 b,Transit,3,Gas Giant
197.05361234,3.9014971,1596.0,5760.0,1.668,16.43236571,TOI-3023 b,Transit,3,Gas Giant
68.2,1.266938,2155.0,6177.0,1.31,7.16,TOI-3071 b,Transit,3,Gas Giant
13.0,1.926907,1032.78,4263.0,0.6847,3.6621,TOI-3082 b,Transit,2,Neptune-like
327.36325921,3.7065585,1292.0,5890.0,0.985,13.65253849,TOI-3135 b,Transit,3,Gas Giant
378.21580433,3.971281,1539.0,6190.0,1.346,13.7646283,TOI-3160 A b,Transit,3,Gas Giant
211.35589065,2.59261842,604.0,3388.8,0.3697,11.39953337,TOI-3235 b,Transit,3,Gas Giant
30.3,0.8831331,1722.0,5068.0,0.849,3.82,TOI-3261 b,Transit,2,Neptune-like
670.61793877,1.4338635,1059.0,3933.0,0.67,11.2089807,TOI-3288 b,Transit,3,Gas Giant
40.4,5.70439,1213.02,5614.0,1.5326,4.94057819,TOI-329 b,Transit,2,Neptune-like
57.2,0.777038,1871.0,5251.0,0.87,3.2,TOI-332 b,Transit,2,Neptune-like
176.07693748,3.6525145,1616.0,5850.0,1.549,15.55806521,TOI-3321 b,Transit,3,Gas Giant
20.1,3.7852503,1445.0,6241.0,1.1,4.26,TOI-333 b,Transit,2,Neptune-like
721.47048389,2.0180231,1488.0,5609.0,0.952,12.97999965,TOI-3331 A b,Transit,3,Gas Giant
7.59,4.6657965,1264.36,6365.0,1.0207,2.6667555,TOI-3353.01,Transit,2,Neptune-like
1598.3590588,18.09547,688.0,6532.0,1.83,12.80065596,TOI-3362 b,Transit,3,Gas Giant
530.77343969,5.8768918,1264.0,5706.0,1.419,12.22899794,TOI-3364 b,Transit,3,Gas Giant
397.28550875,3.6515568,1693.0,6370.0,1.56,13.7646283,TOI-3464 b,Transit,3,Gas Giant
193.87532827,3.8795105,1451.0,6020.0,1.256,14.67255574,TOI-3474 b,Transit,3,Gas Giant
99.16246298,2.21778105,1190.0,4930.0,0.788,10.5700688,TOI-3486 b,Transit,3,Gas Giant
8.97,8.1594667,1102.0,5844.0,1.228,3.22,TOI-3493 b,Transit,2,Neptune-like
435.42491759,2.30458952,1984.0,6450.0,1.448,15.9727975,TOI-3523 A b,Transit,3,Gas Giant
375.03752026,3.119999,1498.0,5810.0,1.228,23.53885947,TOI-3540 A b,Transit,3,Gas Giant
26.4,4.417965,899.0,4969.0,0.719,5.3,TOI-3568 b,Transit,2,Neptune-like
565.73456446,3.8212867,1170.0,5550.0,0.918,11.02963701,TOI-3593 b,Transit,3,Gas Giant
82.63538582,3.936551,690.0,3870.0,0.6,8.29464572,TOI-3629 b,Transit,3,Gas Giant
69.28659273,3.3462406,1657.0,5703.0,1.735,12.80065596,TOI-3682 b,Transit,3,Gas Giant
311.47183886,3.246075,1534.0,5950.0,1.302,13.08088048,TOI-3688 A b,Transit,3,Gas Giant
324.18497514,9.088516,801.0,5321.0,0.791,12.59889431,TOI-3693 b,Transit,3,Gas Giant
222.4798849,2.154849,750.0,3660.0,0.51,11.32107051,TOI-3714 b,Transit,3,Gas Giant
85.3,3.438753,759.0,3913.0,0.62,12.0,TOI-3757 b,Transit,3,Gas Giant
14.95,4.6747373,582.0,3576.0,0.5,5.14,TOI-3785 b,Transit,2,Neptune-like
330.54154328,2.8989727,1646.0,5772.0,1.468,18.49481816,TOI-3807 b,Transit,3,Gas Giant
352.78953177,3.2443141,1633.0,5859.0,1.538,13.13692538,TOI-3819 b,Transit,3,Gas Giant
187.51876013,11.88865,1178.0,5905.0,1.2,10.87271128,TOI-3837 b,Transit,3,Gas Giant
171.62733978,2.04360352,1544.0,5622.0,1.055,13.59649359,TOI-3856 b,Transit,3,Gas Giant
99.7981198,4.123596,1445.0,5731.0,1.445,11.67975789,TOI-3877 b,Transit,3,Gas Giant
32.59,4.5445828,441.0,3180.0,0.302,6.43,TOI-3884 b,Transit,3,Gas Giant
260.61929374,4.33454,1531.0,6000.0,1.502,15.27784069,TOI-3894 b,Transit,3,Gas Giant
129.03833324,3.4936264,1512.0,5725.0,1.392,14.28024141,TOI-3912 b,Transit,3,Gas Giant
1233.17421916,7.433234,1198.0,6100.0,1.319,12.31866979,TOI-3919 b,Transit,3,Gas Giant
55.61997123,6.607662,1295.0,5975.0,1.501,12.27383387,TOI-3976 A b,Transit,3,Gas Giant
187.51876013,3.6089254,1621.0,5840.0,1.626,14.4595851,TOI-3980 b,Transit,3,Gas Giant
44.0,4.353326,563.0,3476.0,0.47,7.9,TOI-3984 A b,Transit,3,Gas Giant
11.0,1.348335,1441.0,4960.0,0.83,3.02,TOI-4010 b,Transit,2,Neptune-like
20.31,5.414654,907.0,4960.0,0.83,5.93,TOI-4010 c,Transit,2,Neptune-like
38.15,14.70886,650.0,4960.0,0.83,6.18,TOI-4010 d,Transit,3,Gas Giant
692.0,762.0,174.0,4960.0,0.83,13.3,TOI-4010 e,Radial Velocity,3,Gas Giant
2.08,3.307441,584.0,3392.0,0.41,1.32,TOI-406 c,Transit,1,Super-Earth
6.57,13.175682,368.0,3392.0,0.41,2.08,TOI-406.01,Transit,2,Neptune-like
232.01473711,3.1774835,1458.0,6060.0,1.112,13.04725353,TOI-4087 b,Transit,3,Gas Giant
13.71,4.040295,1241.0,6169.0,1.117,1.362,TOI-411 b,Transit,1,Super-Earth
9.72,9.573083,931.0,6169.0,1.117,2.328,TOI-411 c,Transit,2,Neptune-like
731.0053361,56.39879,605.1,6096.0,1.293,12.28504285,TOI-4127 b,Transit,3,Gas Giant
457.67290608,3.8016122,1570.0,6202.0,1.438,13.57407563,TOI-4137 b,Transit,3,Gas Giant
136.66621501,4.0664428,1074.0,5281.0,0.859,13.30506009,TOI-4145 A b,Transit,3,Gas Giant
365.50266805,4.6174141,1669.0,6860.0,1.605,16.11851425,TOI-4153 b,Transit,3,Gas Giant
10.4,3.320729,1255.0,5724.0,0.95,3.21,TOI-4155 b,Transit,2,Neptune-like
6.48,4.9019804,412.0,3238.0,0.2347,2.43,TOI-4184 b,Transit,2,Neptune-like
788.21444936,3.5819194,725.0,3794.0,0.63,13.67495645,TOI-4201 b,Transit,3,Gas Giant
6.7,5.197576,922.0,5291.0,0.866,2.64,TOI-421 b,Transit,2,Neptune-like
14.1,16.067541,635.0,5291.0,0.866,5.09,TOI-421 c,Transit,2,Neptune-like
165.27077164,3.4913885,1642.0,6370.0,1.434,10.68215861,TOI-4214 b,Transit,3,Gas Giant
6.43,9.151201,763.05,5243.0,0.7934,2.4189,TOI-4308 b,Transit,2,Neptune-like
3.07,0.490047,1862.0,4850.0,0.731,1.28,TOI-431 b,Transit,1,Super-Earth
2.83,4.8494,867.0,4850.0,0.731,1.49,TOI-431 c,Radial Velocity,1,Super-Earth
9.9,12.46103,633.0,4850.0,0.731,3.29,TOI-431 d,Transit,2,Neptune-like
143.02278315,2.9223,2027.12,6000.0,2.31,16.81347105,TOI-4329 b,Transit,3,Gas Giant
5.14,16.336334,308.0,3298.0,0.328,2.12,TOI-4336 A b,Transit,2,Neptune-like
5.76,5.5382498,633.6,3901.0,0.599,2.266,TOI-4342 b,Transit,2,Neptune-like
6.41,10.688716,508.9,3901.0,0.599,2.415,TOI-4342 c,Transit,2,Neptune-like
4.7,5.424019,488.0,3528.0,0.4684,2.01,TOI-4364 b,Transit,2,Neptune-like
304.1617855,4.378081,1162.08,4974.0,3.52,15.10970598,TOI-4377 b,Transit,3,Gas Giant
353.74301699,3.25352,1869.38,6020.0,1.976,16.69017226,TOI-4379 b,Transit,3,Gas Giant
95.3485221,30.08364,904.0,6219.0,1.29,11.2089807,TOI-4406 b,Transit,3,Gas Giant
5.4,7.44628,435.0,3422.0,0.372,2.52,TOI-4438 b,Transit,2,Neptune-like
8.1,17.9636,609.0,5225.0,0.779,2.77,TOI-444 b,Transit,2,Neptune-like
3.6,1.8498567,1638.82,5834.0,1.01733,1.7193265,TOI-4443.01,Transit,1,Super-Earth
252.35575516,2.8807198,1395.0,5640.0,1.062,13.26022417,TOI-4463 A b,Transit,3,Gas Giant
1872.00931723,101.94054,427.0,5545.0,1.014,14.01122587,TOI-4465 b,Transit,3,Gas Giant
8.35,1.1589,861.0,3400.0,0.451,2.82,TOI-4479 b,Transit,2,Neptune-like
397.28550875,3.9540709,1639.0,6206.0,1.634,14.60530185,TOI-4487 A b,Transit,3,Gas Giant
12.8,5.1830043,1382.67,6156.0,1.34,3.63045,TOI-4495.01,Transit,2,Neptune-like
7.71,2.42614,1234.03,5315.0,0.92,2.691,TOI-4504 b,Transit,2,Neptune-like
1197.32317485,82.97213,182.8,5315.0,0.92,11.09689089,TOI-4504 c,Transit,3,Gas Giant
20.0,104.61611,562.01,6260.0,1.04,8.2,TOI-4507 b,Transit,3,Gas Giant
4.31,1.858703,1491.0,5550.0,0.879,1.91,TOI-451 b,Transit,1,Super-Earth
9.8,9.192522,875.0,5550.0,0.879,3.1,TOI-451 c,Transit,2,Neptune-like
15.6,16.364988,722.0,5550.0,0.879,4.07,TOI-451 d,Transit,2,Neptune-like
637.0,15.266446,705.0,5433.0,0.86,12.17,TOI-4515 b,Transit,3,Gas Giant
0.689,0.3994445,1362.93,3702.0,0.485948,0.9086617,TOI-4527.01,Transit,0,Terrestrial
473.56432643,9.95581,1655.0,4896.0,3.55,11.85910158,TOI-4551 b,Transit,3,Gas Giant
2.59,3.965991,554.16,3558.0,0.374,1.415,TOI-4559 b,Transit,1,Super-Earth
732.0,225.1064,318.0,6096.0,1.152,12.53,TOI-4562 b,Transit,3,Gas Giant
168.44905571,31.034,614.66,5190.0,2.5,10.53644186,TOI-4582 b,Transit,3,Gas Giant
959.84178914,82.6869,347.0,5170.0,0.81,6.8,TOI-4600 b,Transit,3,Gas Giant
2946.26933289,482.8191,191.0,5170.0,0.81,9.42,TOI-4600 c,Transit,3,Gas Giant
7.04,3.9812091,1380.27,6011.9,1.15664,2.550449,TOI-4602.01,Transit,2,Neptune-like
4096.80816623,7.24599,1677.0,6264.0,2.738,11.67975789,TOI-4603 b,Transit,3,Gas Giant
123.0,271.9445,268.57,5800.0,1.05,3.2,TOI-4633 c,Transit,2,Neptune-like
8.92,10.283918787,779.83,5700.0,0.895,2.933,TOI-4638.01,Transit,2,Neptune-like
1229.99593509,22.09341,950.11,6560.0,1.72,8.18255591,TOI-4641 b,Transit,3,Gas Giant
222.4798849,2.9089168,713.0,3512.0,0.59,12.44196858,TOI-4666 b,Transit,3,Gas Giant
17.4,12.19148,660.0,5190.0,0.831,4.34,TOI-470 b,Transit,2,Neptune-like
61.65871096,6.235633,1468.0,6070.0,1.857,10.9175472,TOI-4734 b,Transit,3,Gas Giant
1687.66884117,1.7452851,2255.0,6740.0,1.55,15.22179579,TOI-4773 b,Transit,3,Gas Giant
734.18362017,4.28088,1472.0,6058.0,1.409,12.44196858,TOI-4791 b,Transit,3,Gas Giant
308.29355479,3.5658116,1673.0,6390.0,1.451,14.35870428,TOI-4794 b,Transit,3,Gas Giant
20.8,6.866196,1198.94,6174.0,1.4877,2.85372018,TOI-480 b,Transit,2,Neptune-like
486.2799,10.33111,1370.0,5735.0,1.66,11.09691,TOI-481 b,Transit,3,Gas Giant
86.7,1.5227591,694.0,3260.0,0.358,8.7,TOI-4860 b,Transit,3,Gas Giant
227.0,10.60057,894.0,5805.0,1.0,12.87,TOI-4914 b,Transit,3,Gas Giant
89.0,25.867811,643.0,5504.0,1.163,6.61,TOI-4940 b,Transit,3,Gas Giant
572.0911326,7.479182,919.0,5380.0,0.912,12.34108775,TOI-4961 b,Transit,3,Gas Giant
88.99195396,21.491984,717.6,5640.0,1.055,8.54124329,TOI-4994 b,Transit,3,Gas Giant
1.42,0.548177,1617.0,4440.0,0.678,1.166,TOI-500 b,Transit,0,Terrestrial
32.7,6.3085044,1040.0,5749.0,0.93,6.25,TOI-5005 b,Transit,3,Gas Giant
642.01338214,10.24368,1056.0,5909.0,0.92,10.76062147,TOI-5027 b,Transit,3,Gas Giant
16.14568308,23.443162,550.0,4780.0,0.844,3.48935569,TOI-5076 b,Transit,2,Neptune-like
7.03,4.240122,1164.91,5670.0,0.93,2.54811,TOI-5082.01,Transit,2,Neptune-like
32.0,6.753581,1180.0,5808.0,1.29,6.6,TOI-5108 b,Transit,3,Gas Giant
921.7023803,30.158577,976.0,6160.0,2.333,11.98240037,TOI-5110 b,Transit,3,Gas Giant
3.57,7.18886,1009.0,5277.0,0.89,1.54,TOI-512 b,Transit,1,Super-Earth
20.2,5.4588385,1442.0,6150.0,1.241,4.74,TOI-5126 b,Transit,2,Neptune-like
14.2,17.8999,971.0,6150.0,1.241,3.86,TOI-5126 c,Transit,2,Neptune-like
1036.12060682,20.33003,906.0,6300.0,1.4,11.88151954,TOI-5153 b,Transit,3,Gas Giant
24.8,12.214286,808.37,5643.77,1.09457,5.351,TOI-5174 b,Transit,2,Neptune-like
